feature_name,feature_importance,label
DELITO_COMP_MANUFACTURINGTRAFFICORSUPPORTOFNARCOTICS,0,1
DELITO_COMP_MANUFACTURETRAFFICPORTIONORTENUREOFFIREARMSACCESSORIESPARTSORAMMUNITIONS,0,1
DELITO_COMP_INTRAFAMILYVIOLENCE,0,1
SEVERITY,0,1
HIJOS_MENORES,0,1
ACTIVIDADES_TRABAJO,0,1
ACTIVIDADES_ENSEANZA,0,1
MADRE_LACTANTE,0,1
DISCAPACIDAD,0,1
ADULTO_MAYOR,0,1
DELITO_COMP_AGRA_CALF_THEFT,0,1
DELITO_COMP_HOMICIDE,0,1
DELITO_COMP_AGRA_CONCERTFORDELINQUIR,0,1
DELITO_COMP_AGRA_HOMICIDE,0,1
DELITO_COMP_AGRA_THEFT,0,1
DELITO_COMP_CALF_THEFT,0,1
DELITO_COMP_CONCERTFORDELINQUIR,0,1
DELITO_COMP_FOODABSENCE,0,1
EDUC_LEVEL_Firstcycle,0,1
EDUC_LEVEL_Fourthcycle,0,1
EDUC_LEVEL_Illiterate,0,1
JAILNAME_EPMSCBARRANQUILLA,0,1
JAILNAME_ECBOGOTA,0,1
JAILNAME_ECPEDREGALMEDELLIN,0,1
JAILNAME_ECSABANALARGAERE,0,1
JAILNAME_EPLASHELICONIASDEFLORENCIA,0,1
JAILNAME_EPMSZAPATOCA,0,1
JAILNAME_EPMSCACACIAS,0,1
JAILNAME_EPMSCCALOTO,0,1
JAILNAME_CPMSSANVICENTEDECHUCURI,0,1
JAILNAME_EPMSCCIENAGA,0,1
JAILNAME_EPMSCELBANCO,0,1
JAILNAME_EPMSCFACATATIVA,0,1
JAILNAME_EPMSCFLORENCIA,0,1
JAILNAME_EPMSCFRESNO,0,1
JAILNAME_EPMSCGUATEQUE,0,1
JAILNAME_ECARMEROGUAYABAL,0,1
JAILNAME_CPMSPURIFICACION,0,1
EDUC_LEVEL_MasterDegree,0,1
EDUC_LEVEL_technicianqualifiedknowing,0,1
EDUC_LEVEL_Postgraduatecourse,0,1
EDUC_LEVEL_Postgraduatespecialization,0,1
EDUC_LEVEL_Profesionaltechnicianqualifiedknowing,0,1
EDUC_LEVEL_Profesionalundergrad,0,1
EDUC_LEVEL_Secondcycle,0,1
EDUC_LEVEL_Thirdcycle,0,1
COUNTRY_OTHER,0,1
JAILNAME_CPMSGARAGOA,0,1
COUNTRY_VENEZUELA,0,1
JAILNAME_CMSSANTAFEDEANTIOQUIA,0,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEIBAGUEPICALEASINDICADOS,0,1
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEJAMUNDISINDICADOS,0,1
JAILNAME_CPMSCHOCONTA,0,1
JAILNAME_CPMSGACHETA,0,1
JAILNAME_EPMSCAGUADAS,0,1
timejail_day,167,2
JAILNAME_COMPLEJOIBAGUEPICALEA,104,2
JAILNAME_EPMSCARMENIA,104,2
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIOMETROPOLITANODEBOGOTA,103,2
JAILNAME_CPMSTULUA,102,2
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEMEDELLINPEDREGALSINDICADOS,99,2
JAILNAME_CPMSPUERTOTRIUNFO,99,2
JAILNAME_EPMSCRMPASTO,98,2
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEIBAGUEPICALEACONDENADOS,98,2
JAILNAME_EPMSCPEREIRAERE,98,2
JAILNAME_EPMSCPITALITO,98,2
JAILNAME_EPMSCNEIVA,96,2
JAILNAME_EPCYOPAL,96,2
JAILNAME_EPMSCLACEJA,95,2
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIOMETROPOLITANODECUCUTACONDENADOS,95,2
JAILNAME_EPMSCGIRARDOT,95,2
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEJAMUNDIRMUJERES,95,2
JAILNAME_EPMSCCALARCA,94,2
JAILNAME_ECBOGOTA,94,2
JAILNAME_EPAMSCASPOPAYANERE,94,2
JAILNAME_EPMSCSOGAMOSO,93,2
JAILNAME_EPLASHELICONIASDEFLORENCIA,92,2
JAILNAME_EPAMSGIRON,92,2
JAILNAME_EPMSCANDES,91,2
JAILNAME_EPMSCAPARTADO,90,2
JAILNAME_COMPLEJOCARCELARIOYPENITENCIARIODEJAMUNDICONDENADOS,90,2
JAILNAME_EPMSCARAUCA,90,2
